Id_peli;Titulo;Popularidad;Rating;Fecha;Duracion;Pais;Idioma;Presupuesto;Ganancia;Generos;Director;Casting;Guion;Montaje;DOP;Resumen
18148;Tokyo Story;13.39;8.26;1953;137;Japan;English;0;0;['Drama'];['Yasujirō Ozu'];['Chishū Ryū', 'Chieko Higashiyama', 'Setsuko Hara', 'Haruko Sugimura', 'Sō Yamamura', 'Kuniko Miyake', 'Kyōko Kagawa', 'Eijirō Tōno', 'Nobuo Nakamura', 'Shirō Ōsaka', 'Hisao Toake', 'Teruko Nagaoka', 'Mutsuko Sakura', 'Toyo Takahashi', 'Tōru Abe', 'Sachiko Mitani', 'Ryōko Mizuki', 'Keijirô Morozumi', 'Shozo Suzuki', 'Haruko Chichibu', 'Takashi Miki', 'Toshinosuke Nagao', 'Zen Murase', 'Mitsuhiro Môri', 'Yoshiko Togawa', 'Fumio Tooyama'];['Yasujirō Ozu', 'Kōgo Noda'];['Yoshiyasu Hamamura'];['Yûharu Atsuta'];The elderly Shukishi and his wife, Tomi, take the long journey from their small seaside village to visit their adult children in Tokyo. Their elder son, Koichi, a doctor, and their daughter, Shige, a hairdresser, don't have much time to spend with their aged parents, and so it falls to Noriko, the widow of their younger son who was killed in the war, to keep her in-laws company.
62;2001: A Space Odyssey;37.602;8.08;1968;149;United Kingdom;English;12000000;71923560;['Science Fiction', 'Mystery', 'Adventure'];['Stanley Kubrick'];"['Keir Dullea', 'Gary Lockwood', 'William Sylvester', 'Douglas Rain', 'Daniel Richter', 'Leonard Rossiter', 'Margaret Tyzack', 'Robert Beatty', 'Sean Sullivan', 'Frank Miller', 'Ed Bishop', 'Edwina Carroll', 'Heather Downham', 'Penny Brahms', ""Maggie d'Abo"", 'Chela Matthison', 'Judy Kiern', 'Alan Gifford', 'Ann Gillis', 'Vivian Kubrick', 'Kenneth Kendall', 'Kevin Scott', 'Martin Amor', 'Bill Weston', 'Glenn Beck', 'Mike Lovell', 'John Ashley', 'Jimmy Bell', 'David Charkham', 'Simon Davis', 'Jonathan Daw', 'Péter Delmár', 'Terry Duggan', 'David Fleetwood', 'Danny Grover', 'Brian Hawley', 'David Hines', 'Tony Jackson', 'John Jordan', 'Scott MacKee', 'Laurence Marchant', 'Darryl Paes', 'Joe Refalo', 'Andy Wallace', 'Bob Wilyman', 'Richard Woods', 'S. Newton Anderson', 'Sheraton Blount', 'Ann Bormann', 'Julie Croft', 'Penny Francis', 'Marcella Markham', 'Irena Marr', 'Krystyna Marr', 'Kim Neil', 'Jane Pearl', 'Penny Pearl', 'Burnell Tucker', 'John Swindells', 'John Clifford']";['Stanley Kubrick', 'Arthur C. Clarke'];['Ray Lovejoy'];['Geoffrey Unsworth'];Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.
15;Citizen Kane;23.484;8.027;1941;119;United States of America;English;839727;23218000;['Mystery', 'Drama'];['Orson Welles'];"['Orson Welles', 'Joseph Cotten', 'Dorothy Comingore', 'Ray Collins', 'George Coulouris', 'Agnes Moorehead', 'Paul Stewart', 'Ruth Warrick', 'Erskine Sanford', 'William Alland', 'Everett Sloane', 'Fortunio Bonanova', 'Gus Schilling', 'Philip Van Zandt', 'Georgia Backus', 'Harry Shannon', 'Sonny Bupp', 'Buddy Swan', 'Gregg Toland', 'Don Ackerman', 'Nat King Cole', 'Gino Corrado', 'Maurice Costello', 'Demetrius Alexis', 'Gene Coogan', 'Art Dupuis', 'Rudy Germane', 'Mike Lally', 'Walter Lawrence', 'John Northpole', 'Victor Romito', 'Bob Terry', 'William Alston', 'Jack Gargan', 'Bert Moorhouse', 'Carmen Laroux', 'Sam Ash', 'Buddy Messinger', 'Terrance Ray', 'Sally Corner', 'Walter Bacon', 'Herbert Corthell', 'Harry A. Bailey', 'Danny Borzage', 'J.J. Clark', 'Tom Coleman', 'Carl Deloro', 'Jack Egan', 'Robert Haines', 'Ludwig Lowry', 'John McCormack', 'Hercules Mendez', ""Paddy O'Flynn"", 'Sam Rice', 'Don Roberts', 'Larry Wheat', 'Larry Williams', 'Joan Blair', 'Morgan Brown', 'Harry Burkhardt', 'Edmund Cobb', 'Eddie Coke', 'Louis Natheaux', ""Arthur O'Connell"", 'Guy Repp', 'Tom Steele', 'Richard Wilson', 'Louise Currie', 'Walter Sande', 'Jan Wiley', 'Milton Kibbee', 'Buck Mack', 'Alan Ladd', 'Thomas A. Curran', 'Jack Curtis', 'George Noisom', 'Gerald Pierce', 'Donna Dax', 'George DeNormand', 'Bud Geary', 'Bert LeBaron', 'Clyde McAtee', 'Cyril Ring', 'Roland Winters', 'Lew Harvey', 'Herman J. Mankiewicz', 'Eddie Dew', 'Perc Launders', 'John Dilson', 'Walter James', 'Robert Dudley', 'Suzanne Dulier', 'Al Eben', 'Johnny Eckert', 'Carl Ekberg', 'Edith Evanson', 'Carl Faulkner', 'Juanita Fields', 'Edna Mae Jones', 'Leda Nicova', 'Jolane Reynolds', 'Suzanne Ridgway', 'Olin Francis', 'Louise Franklin', 'Renee Godfrey', 'Peter Gowland', 'Jimmy Grant', 'Jesse Graves', 'Ernest Grooney', 'Jack Gwynne', 'Teddy Mangean', 'Henry Hebert', ""Bryan 'Slim' Hightower"", 'Mitchell Ingraham', 'Philip Morris', 'Francis Sayles', 'George W. Jimenez', 'Ellen Lowe', 'James T. Mack', 'Mickey Martin', 'Bruce Sidney', 'Major McBride', 'Frank McLure', 'Charles Meakin', 'Edward Peil Jr.', 'Irving Mitchell', 'Frances E. Neal', 'Lillian Nicholson', 'Joseph North', ""William H. O'Brien"", 'Field Norton', 'Dick Scott', ""Frank O'Connor"", 'Russ Powell', 'Bert Stevens', 'Thomas Pogue', ""Lillian O'Malley"", 'Jack Raymond', 'Gohr Van Vleck', 'Myrtle Rishell', 'Benny Rubin', 'Shimen Ruskin', 'George Sherwood', 'Edward Ryan', 'Landers Stevens', 'Harry J. Vejar', 'Tudor Williams', 'Arthur Yeoman', 'Tim Davis', 'Charles Bennett', 'Arthur Kay', 'John Alban']";['Orson Welles', 'Herman J. Mankiewicz'];['Robert Wise'];['Gregg Toland'];Newspaper magnate, Charles Foster Kane is taken from his mother as a boy and made the ward of a rich industrialist. As a result, every well-meaning, tyrannical or self-destructive move he makes for the rest of his life appears in some way to be a reaction to that deeply wounding event.
422;8½;18.26;8.222;1963;139;Italy;Deutsch;0;0;['Fantasy', 'Drama'];['Federico Fellini'];['Marcello Mastroianni', 'Claudia Cardinale', 'Anouk Aimée', 'Sandra Milo', 'Rossella Falk', 'Barbara Steele', 'Madeleine Lebeau', 'Caterina Boratto', 'Eddra Gale', 'Guido Alberti', 'Mario Conocchia', 'Bruno Agostini', 'Cesarino Miceli Picardi', 'Jean Rougeul', 'Mario Pisu', 'Yvonne Casadei', 'Ian Dallas', 'Mino Doro', 'Nadia Sanders', 'Georgia Simmons', 'Edy Vessel', 'Tito Masini', 'Annie Gorassini', 'Rossella Como', 'Mark Herron', 'Marisa Colomber', 'Neil Robinson', 'Elisabetta Catalano', 'Eugene Walter', 'Hazel Rogers', 'Gilda Dahlberg', 'Mario Tarchetti', 'Mary Indovino', 'Frazier Rippy', 'Francesco Rigamonti', 'Giulio Paradisi', 'Marco Gemini', 'Giuditta Rissone', 'Annibale Ninchi', 'Dina De Santis', 'Eva Gioia', 'Maria Tedeschi', 'Antonio Acqua', 'Giulio Calì', 'Franco Caracciolo', 'Olimpia Cavalli', 'Sonia Gessner', 'Mathilda Calnan'];['Federico Fellini', 'Tullio Pinelli', 'Ennio Flaiano', 'Brunello Rondi'];['Leo Catozzo'];['Gianni Di Venanzo'];Guido Anselmi, a film director, finds himself creatively barren at the peak of his career. Urged by his doctors to rest, Anselmi heads for a luxurious resort, but a sorry group gathers—his producer, staff, actors, wife, mistress, and relatives—each one begging him to get on with the show. In retreat from their dependency, he fantasizes about past women and dreams of his childhood.
103;Taxi Driver;47.331;8.171;1976;114;United States of America;English;1300000;28570902;['Crime', 'Drama'];['Martin Scorsese'];['Robert De Niro', 'Jodie Foster', 'Albert Brooks', 'Harvey Keitel', 'Leonard Harris', 'Peter Boyle', 'Cybill Shepherd', 'Diahnne Abbott', 'Frank Adu', 'Victor Argo', 'Gino Ardito', 'Garth Avery', 'Harry Cohn', 'Cooper Cunningham', 'Brenda Dickson', 'Harry Fischler', 'Nat Grant', 'Richard Higgs', 'Beau Kayser', 'Victor Magnotta', 'Bob Maroff', 'Norman Matlock', 'Bill Minkin', 'Murray Moston', 'Harry Northup', 'Gene Palma', 'Harlan Cary Poe', 'Steven Prince', 'Peter Savage', 'Martin Scorsese', 'Nicholas Shields', 'Ralph S. Singleton', 'Joe Spinell', 'Maria Turner', 'Robin Utt', 'Tommy Ardolino', 'Joseph Bergmann', 'Robert P. Cohen', 'William Donovan', 'Jean Elliott', 'Annie Gagen', 'Trent Gough', 'Carson Grant', 'Mary-Pat Green', 'Robert John Keiber', 'James Mapes', 'Debbi Morgan', 'David Nichols', 'Antone Pagán', 'Billie Perkins', 'Michael Phillips', 'Catherine Scorsese', 'Charles Scorsese', 'Frankie Verroca'];['Paul Schrader'];['Tom Rolf', 'Melvin Shapiro'];['Michael Chapman'];A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feed his urge for violent action.
28;Apocalypse Now;37.194;8.284;1979;147;United States of America;;31500000;150000000;['Drama', 'War'];['Francis Ford Coppola'];['Martin Sheen', 'Marlon Brando', 'Robert Duvall', 'Frederic Forrest', 'Laurence Fishburne', 'Albert Hall', 'Sam Bottoms', 'Dennis Hopper', 'G. D. Spradlin', 'Harrison Ford', 'Jerry Ziesmer', 'Scott Glenn', 'James Keane', 'Kerry Rossall', 'Tom Mason', 'Cynthia Wood', 'Colleen Camp', 'Linda Carpenter', 'Aurore Clément', 'Jack Thibeau', 'Glenn Walken', 'Damien Leake', 'Marc Coppola', 'Bill Graham', 'Jerry Ross', 'Charles Robinson', 'Nick Nicholson', 'Don Gordon Bell', 'Evan A. Lottman', 'R. Lee Ermey', 'Jim Gaines', 'Vittorio Storaro', 'Francis Ford Coppola', 'Henry Strzalkowski', 'Lonnie Woodley', 'Herb Rice', 'Joe Estevez', 'Bo Byers'];[];['Walter Murch', 'Lisa Fruchtman', 'Gerald B. Greenberg'];['Vittorio Storaro'];"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory."
238;The Godfather;90.122;8.715;1972;175;United States of America;English;6000000;245066411;['Drama', 'Crime'];['Francis Ford Coppola'];['Marlon Brando', 'Al Pacino', 'James Caan', 'Robert Duvall', 'Richard S. Castellano', 'Diane Keaton', 'Talia Shire', 'Gianni Russo', 'Sterling Hayden', 'Al Lettieri', 'Abe Vigoda', 'John Cazale', 'Richard Conte', 'John Marley', 'Rudy Bond', 'Al Martino', 'Morgana King', 'Lenny Montana', 'John Martino', 'Alex Rocco', 'Salvatore Corsitto', 'Tony Giorgio', 'Victor Rendina', 'Simonetta Stefanelli', 'Saro Urzì', 'Sofia Coppola', 'Louis Guss', 'Richard Bright', 'Vito Scotti', 'Tere Livrano', 'Julie Gregg', 'Angelo Infanti', 'Corrado Gaipa', 'Franco Citti', 'Gabriele Torrei', 'Tony King', 'Max Brandt', 'Carmine Coppola', 'Roman Coppola', 'Don Costello', 'Robert Dahdah', 'Gray Frederickson', 'Ron Gilbert', 'Sonny Grosso', 'Joe Lo Grippo', 'Randy Jurgensen', 'Tony Lip', 'Lou Martini Jr.', 'Raymond Martino', 'Joseph Medaglia', 'Rick Petrucelli', 'Sal Richards', 'Tom Rosqui', 'Frank Sivero', 'Filomena Spagnuolo', 'Nick Vallelonga', 'Joe Spinell', 'Conrad Yama'];['Francis Ford Coppola', 'Mario Puzo'];['William Reynolds', 'Peter Zinner'];['Gordon Willis'];Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.
426;Vertigo;35.094;8.205;1958;128;United States of America;English;2479000;7797728;['Mystery', 'Romance', 'Thriller'];['Alfred Hitchcock'];['James Stewart', 'Kim Novak', 'Barbara Bel Geddes', 'Tom Helmore', 'Henry Jones', 'Raymond Bailey', 'Ellen Corby', 'Konstantin Shayne', 'Lee Patrick', 'Bess Flowers', 'Alfred Hitchcock', 'David Ahdar', 'Sara Taft'];['Alec Coppel', 'Samuel A. Taylor'];['George Tomasini'];['Robert Burks'];A retired San Francisco detective suffering from acrophobia investigates the strange activities of an old friend's wife, all the while becoming dangerously obsessed with her.
1396;Mirror;16.419;8.05;1975;107;Soviet Union;Pусский;825370;119266;['Drama', 'History'];['Andrei Tarkovsky'];['Margarita Terekhova', 'Ignat Daniltsev', 'Larisa Tarkovskaya', 'Alla Demidova', 'Anatoliy Solonitsyn', 'Nikolay Grinko', 'Tamara Ogorodnikova', 'Yuriy Nazarov', 'Oleg Yankovskiy', 'Filipp Yankovsky', 'Yuri Sventikov', 'Tatyana Reshetnikova', 'Mariya Tarkovskaya-Vishnyakova', 'Olga Kizilova', 'Ernesto del Bosque', 'Luis Correcher', 'Ángel Gutiérrez', 'Dionisio García Zapico', 'Tomas Pamies', 'Teresa Del Bosque', 'Tatiana Del Bosque', 'Innokentiy Smoktunovskiy', 'Arseny Tarkovsky'];[];['Lyudmila Feiginova'];['Georgi Rerberg'];A dying man in his forties recalls his childhood, his mother, the war and personal moments that tell of and juxtapose pivotal moments in Soviet history with daily life.
5156;Bicycle Thieves;15.435;8.2;1948;89;Italy;Italiano;133000;436655;['Drama'];['Vittorio De Sica'];['Lamberto Maggiorani', 'Enzo Staiola', 'Lianella Carell', 'Elena Altieri', 'Gino Saltamerenda', 'Giulio Chiari', 'Vittorio Antonucci', 'Michele Sakara', 'Carlo Jachino', 'Emma Druetti', 'Giulio Battiferri', 'Sergio Leone', 'Mario Meniconi', 'Checco Rissone', 'Peppino Spadaro', 'Nando Bruno', 'Eolo Capritti', 'Memmo Carotenuto', 'Umberto Spadaro', 'Fausto Guerzoni', 'Piero Heliczer', 'Massimo Randisi'];"['Vittorio De Sica', 'Cesare Zavattini', ""Suso Cecchi d'Amico"", 'Oreste Biancoli', 'Adolfo Franci', 'Gerardo Guerrieri', 'Gherardo Gherardi']";['Eraldo Da Roma'];['Carlo Montuori'];A working man's livelihood is threatened when someone steals his bicycle.
